étape 1,étape 2,étape 3,étape 4,étape 5,étape 6,étape 7,étape 8,étape 9,étape 10,étape 11,étape 12,étape 13,étape 14,étape 15,étape 16,étape 17,étape 18,étape 19,étape 20,acquisition_year,acquisition_mode,creation_date,domain,adn_complet,adn_simplifie,nbExpos,probaExpoAns,probaEvtsAns,artisteDom,natioArtiste
acquisition,exposition,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Objet/Design,AE,AE,,0.06666666666666667,0.06666666666666667,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Objet/Design,AEE,AE,,0.1,0.1,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Objet/Design,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Objet/Design,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat,,Photographie,A,A,,0,0.03333333333333333,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1992,Achat,,Photographie,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1992,Achat,,Photographie,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1992,Achat,,Photographie,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1992,Achat,,Photographie,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat,,Photographie,A,A,,0,0.03333333333333333,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat,,Photographie,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1992,Achat,,Photographie,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat,,Photographie,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,dépot,exposition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,1992,Achat par commande,,Peinture,ADEEEEEE,ADE,,0.2,0.26666666666666666,français,française
acquisition,exposition,exposition,exposition,dépot,,,,,,,,,,,,,,,,1992,Achat,,Estampe,AEEED,AED,,0.1,0.16666666666666666,étranger,britannique
acquisition,exposition,exposition,exposition,dépot,,,,,,,,,,,,,,,,1992,Achat,,Estampe,AEEED,AED,,0.1,0.16666666666666666,étranger,britannique
acquisition,exposition,exposition,exposition,dépot,,,,,,,,,,,,,,,,1992,Achat,,Estampe,AEEED,AED,,0.1,0.16666666666666666,étranger,britannique
acquisition,exposition,exposition,exposition,dépot,,,,,,,,,,,,,,,,1992,Achat,,Estampe,AEEED,AED,,0.1,0.16666666666666666,étranger,britannique
acquisition,exposition,exposition,exposition,dépot,,,,,,,,,,,,,,,,1992,Achat,,Estampe,AEEED,AED,,0.1,0.16666666666666666,étranger,britannique
acquisition,exposition,exposition,exposition,dépot,,,,,,,,,,,,,,,,1992,Achat,,Estampe,AEEED,AED,,0.1,0.16666666666666666,étranger,britannique
acquisition,exposition,exposition,exposition,dépot,,,,,,,,,,,,,,,,1992,Achat,,Estampe,AEEED,AED,,0.1,0.16666666666666666,étranger,britannique
acquisition,exposition,exposition,exposition,dépot,,,,,,,,,,,,,,,,1992,Achat,,Estampe,AEEED,AED,,0.1,0.16666666666666666,étranger,britannique
acquisition,exposition,exposition,exposition,dépot,,,,,,,,,,,,,,,,1992,Achat,,Estampe,AEEED,AED,,0.1,0.16666666666666666,étranger,britannique
acquisition,exposition,exposition,exposition,dépot,,,,,,,,,,,,,,,,1992,Achat,,Estampe,AEEED,AED,,0.1,0.16666666666666666,étranger,britannique
acquisition,exposition,exposition,exposition,dépot,,,,,,,,,,,,,,,,1992,Achat,,Estampe,AEEED,AED,,0.1,0.16666666666666666,étranger,britannique
acquisition,exposition,exposition,exposition,dépot,,,,,,,,,,,,,,,,1992,Achat,,Estampe,AEEED,AED,,0.1,0.16666666666666666,étranger,britannique
acquisition,exposition,exposition,exposition,dépot,,,,,,,,,,,,,,,,1992,Achat,,Estampe,AEEED,AED,,0.1,0.16666666666666666,étranger,britannique
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1991,Achat par commande,,Objet/Design,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1991,Achat par commande,,Objet/Design,A,A,,0,0.03333333333333333,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,dépot,exposition,,,,,,,,1992,Achat,,Photographie,AEEEEEEEEEEDE,AEDE,,0.36666666666666664,0.43333333333333335,étranger,américaine
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,dépot,exposition,,,,,,,,1992,Achat,,Photographie,AEEEEEEEEEEDE,AEDE,,0.36666666666666664,0.43333333333333335,étranger,américaine
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,dépot,exposition,,,,,,,1992,Achat,,Photographie,AEEEEEEEEEEEDE,AEDE,,0.4,0.4666666666666667,étranger,américaine
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,dépot,exposition,,,,,,,1992,Achat,,Photographie,AEEEEEEEEEEEDE,AEDE,,0.4,0.4666666666666667,étranger,américaine
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,dépot,exposition,,,,,,,1992,Achat,,Photographie,AEEEEEEEEEEEDE,AEDE,,0.4,0.4666666666666667,étranger,américaine
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,dépot,exposition,,,,,,,1992,Achat,,Photographie,AEEEEEEEEEEEDE,AEDE,,0.4,0.4666666666666667,étranger,américaine
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,dépot,exposition,,,,,,,1992,Achat,,Photographie,AEEEEEEEEEEEDE,AEDE,,0.4,0.4666666666666667,étranger,américaine
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,dépot,exposition,,,,,,,,1992,Achat,,Photographie,AEEEEEEEEEEDE,AEDE,,0.36666666666666664,0.43333333333333335,étranger,américaine
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,dépot,,,,,,,,1992,Achat,,Photographie,AEEEEEEEEEEED,AED,,0.36666666666666664,0.43333333333333335,étranger,américaine
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,dépot,exposition,,,,,,,1992,Achat,,Photographie,AEEEEEEEEEEEDE,AEDE,,0.4,0.4666666666666667,étranger,américaine
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,dépot,exposition,,,,,,,1992,Achat,,Photographie,AEEEEEEEEEEEDE,AEDE,,0.4,0.4666666666666667,étranger,américaine
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,dépot,exposition,,,,,,,,1992,Achat,,Photographie,AEEEEEEEEEEDE,AEDE,,0.36666666666666664,0.43333333333333335,étranger,américaine
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,dépot,exposition,,,,,,,,1992,Achat,,Photographie,AEEEEEEEEEEDE,AEDE,,0.36666666666666664,0.43333333333333335,étranger,américaine
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,dépot,exposition,,,,,,,1992,Achat,,Photographie,AEEEEEEEEEEEDE,AEDE,,0.4,0.4666666666666667,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1990,Achat par commande,,Dessin,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1990,Achat par commande,,Dessin,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1990,Achat par commande,,Dessin,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1990,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1990,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1990,Achat par commande,,Dessin,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1990,Achat par commande,,Dessin,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1990,Achat par commande,,Dessin,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1990,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1990,Achat par commande,,Dessin,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1990,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1990,Achat par commande,,Dessin,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1990,Achat par commande,,Dessin,AEEE,AE,,0.1,0.13333333333333333,français,française
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1990,Achat par commande,,Dessin,AEEE,AE,,0.1,0.13333333333333333,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1990,Achat par commande,,Dessin,AEE,AE,,0.06666666666666667,0.1,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1990,Achat par commande,,Dessin,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1990,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Don,,Photographie,A,A,,0,0.03333333333333333,étranger,australienne
acquisition,,,,,,,,,,,,,,,,,,,,1991,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Reproduction photomécanique,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Oeuvre en 3 dimensions,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1991,Achat par commande,,Photographie,A,A,,0,0.03333333333333333,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Dessin,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Dessin,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Reproduction photomécanique,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Oeuvre en 3 dimensions,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat,,Photographie,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat,,Photographie,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat,,Photographie,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat,,Photographie,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat,,Photographie,A,A,,0,0.03333333333333333,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1992,Achat,,Photographie,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1992,Achat,,Photographie,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1992,Achat,,Photographie,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Dessin,AEE,AE,,0.06666666666666667,0.1,étranger,britannique
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,étranger,néerlandaise
acquisition,exposition,dépot,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Oeuvre en 3 dimensions,AED,AED,,0.03333333333333333,0.1,étranger,américaine depuis 1972 (française à la naissance)
acquisition,exposition,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Oeuvre en 3 dimensions,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Oeuvre en 3 dimensions,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,étranger,italienne
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,étranger,grecque
acquisition,,,,,,,,,,,,,,,,,,,,1991,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1991,Achat par commande,,Oeuvre en 3 dimensions,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1991,Achat par commande,,Reproduction photomécanique,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,français,française depuis 1983 (suisse à la naissance)
acquisition,exposition,,,,,,,,,,,,,,,,,,,1989,Achat par commande,,Dessin,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1989,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,exposition,exposition,dépot,,,,,,,,,,,,,,,,,1986,Achat par commande,,Sculpture,AEED,AED,,0.1,0.13333333333333333,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,1991,Achat par commande,,Photographie,AEEEEEEEEEEE,AE,,0.36666666666666664,0.4,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,1991,Achat par commande,,Photographie,AEEEEEEEEEEE,AE,,0.36666666666666664,0.4,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,1991,Achat par commande,,Photographie,AEEEEEEE,AE,,0.23333333333333334,0.26666666666666666,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,dépot,exposition,,,,,,,,,,,1991,Achat par commande,,Photographie,AEEEEEEEDE,AEDE,,0.26666666666666666,0.3333333333333333,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,,,,,1991,Achat par commande,,Photographie,AEEEEEEEEEEEEEEE,AE,,0.5,0.5333333333333333,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,,1991,Achat par commande,,Photographie,AEEEEEEEEE,AE,,0.3,0.3333333333333333,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,,1991,Achat par commande,,Photographie,AEEEEEEEEE,AE,,0.3,0.3333333333333333,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,,1991,Achat par commande,,Photographie,AEEEEEEEEE,AE,,0.3,0.3333333333333333,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,1991,Achat par commande,,Photographie,AEEEEEEEEEE,AE,,0.3333333333333333,0.36666666666666664,français,française
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1991,Achat par commande,,Photographie,AEEE,AE,,0.1,0.13333333333333333,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,1991,Achat par commande,,Photographie,AEEEEEEE,AE,,0.23333333333333334,0.26666666666666666,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,,1991,Achat par commande,,Photographie,AEEEEEE,AE,,0.2,0.23333333333333334,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,,1991,Achat par commande,,Photographie,AEEEEEEEEE,AE,,0.3,0.3333333333333333,français,française
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1991,Achat par commande,,Photographie,AEEE,AE,,0.1,0.13333333333333333,français,française
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1991,Achat par commande,,Photographie,AEEE,AE,,0.1,0.13333333333333333,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,1991,Achat par commande,,Photographie,AEEEEEEE,AE,,0.23333333333333334,0.26666666666666666,français,française
acquisition,transfert,,,,,,,,,,,,,,,,,,,1990,Achat par commande,,Dessin,AT,AT,,0,0.06666666666666667,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,dépot,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Oeuvre en 3 dimensions,ADE,ADE,,0.06666666666666667,0.1,étranger,allemande
acquisition,exposition,exposition,exposition,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEEE,AE,,0.1,0.13333333333333333,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,dépot,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Dessin,AD,AD,,0,0.06666666666666667,étranger,autrichienne
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,dépot,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Oeuvre en 3 dimensions,AD,AD,,0,0.06666666666666667,étranger,autrichienne
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,exposition,exposition,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Photographie,AEE,AE,,0.06666666666666667,0.1,étranger,américaine
acquisition,dépot,,,,,,,,,,,,,,,,,,,1987,Achat par commande,,Dessin,AD,AD,,0,0.06666666666666667,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1986,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1983,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,étranger,américaine
acquisition,,,,,,,,,,,,,,,,,,,,1983,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,étranger,américaine
acquisition,,,,,,,,,,,,,,,,,,,,1983,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,étranger,américaine
acquisition,,,,,,,,,,,,,,,,,,,,1983,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,étranger,américaine
acquisition,exposition,,,,,,,,,,,,,,,,,,,1991,Achat par commande,,Photographie,AE,AE,,0.03333333333333333,0.06666666666666667,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1990,Achat par commande,,Dessin,AE,AE,,0.03333333333333333,0.06666666666666667,étranger,grecque
acquisition,exposition,exposition,exposition,exposition,dépot,exposition,,,,,,,,,,,,,,1993,Achat,,Objet/Design,AEEEEDE,AEDE,,0.2,0.23333333333333334,français,française
acquisition,exposition,exposition,exposition,exposition,dépot,exposition,,,,,,,,,,,,,,1993,Achat,,Objet/Design,AEEEEDE,AEDE,,0.16666666666666666,0.23333333333333334,français,française
acquisition,exposition,exposition,exposition,dépot,exposition,,,,,,,,,,,,,,,1993,Achat,,Objet/Design,AEEEDE,AEDE,,0.2,0.2,français,française
acquisition,exposition,exposition,exposition,dépot,exposition,exposition,,,,,,,,,,,,,,1993,Achat,,Objet/Design,AEEEDEE,AEDE,,0.23333333333333334,0.23333333333333334,français,française
acquisition,exposition,exposition,exposition,dépot,exposition,,,,,,,,,,,,,,,1993,Achat,,Objet/Design,AEEEDE,AEDE,,0.16666666666666666,0.2,français,française
acquisition,exposition,exposition,exposition,dépot,exposition,exposition,,,,,,,,,,,,,,1993,Achat,,Objet/Design,AEEEDEE,AEDE,,0.16666666666666666,0.23333333333333334,français,française
acquisition,exposition,exposition,exposition,exposition,exposition,dépot,,,,,,,,,,,,,,1993,Achat,,Objet/Design,AEEEEED,AED,,0.2,0.23333333333333334,français,française
acquisition,exposition,exposition,dépot,exposition,exposition,,,,,,,,,,,,,,,1993,Achat,,Objet/Design,AEEDEE,AEDE,,0.16666666666666666,0.2,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1993,Achat,,Objet/Design,AE,AE,,0.1,0.06666666666666667,français,française
acquisition,dépot,exposition,transfert,,,,,,,,,,,,,,,,,1993,Achat,,Objet/Design,ADET,ADET,,0.1,0.13333333333333333,français,française
acquisition,dépot,exposition,transfert,,,,,,,,,,,,,,,,,1993,Achat,,Objet/Design,ADET,ADET,,0.1,0.13333333333333333,français,française
acquisition,dépot,exposition,exposition,,,,,,,,,,,,,,,,,1993,Achat,,Objet/Design,ADEE,ADE,,0.13333333333333333,0.13333333333333333,français,française
acquisition,dépot,exposition,,,,,,,,,,,,,,,,,,1993,Achat,,Objet/Design,ADE,ADE,,0.1,0.1,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Dessin,A,A,,0,0.03333333333333333,français,française
acquisition,exposition,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Dessin,AE,AE,,0.03333333333333333,0.06666666666666667,étranger,suisse
acquisition,,,,,,,,,,,,,,,,,,,,1992,Achat par commande,,Publication- livre- reliure,A,A,,0,0.03333333333333333,français,française
acquisition,,,,,,,,,,,,,,,,,,,,1993,Achat par commande,,Publication- livre- reliure,A,A,,0,0.03333333333333333,étranger,espagnole
acquisition,exposition,exposition,exposition,exposition,exposition,exposition,exposition,,,,,,,,,,,,,1993,Achat,,Objet/Design,AEEEEEEE,AE,,0.3333333333333333,0.26666666666666666,,
acquisition,dépot,,,,,,,,,,,,,,,,,,,1993,Achat,,Objet/Design,AD,AD,,0,0.06666666666666667,français,française
